temperature,humidity,exposure_hours,activity_level,hydration_level,age_group,heat_index,risk_score,risk_label
21.8,67.5,7,extreme,well,36-45,21.8,0.489,moderate
27.3,79.6,2,light,moderate,18-25,30.3,0.352,low
35.7,62.7,10,extreme,poor,36-45,48.8,1.0,extreme
31.4,50.1,2,extreme,moderate,26-35,33.3,0.982,extreme
27.1,40.9,10,light,well,26-35,27.0,0.57,moderate
31.9,65.9,10,light,moderate,55+,38.8,1.0,extreme
22.4,35.8,3,light,moderate,26-35,21.6,0.167,low
30.7,72.4,9,heavy,well,36-45,37.5,1.0,extreme
32.9,100.0,1,extreme,moderate,36-45,59.4,1.0,extreme
30.4,18.7,4,heavy,moderate,26-35,28.5,0.542,moderate
27.3,62.4,8,light,poor,46-55,28.6,0.727,high
32.2,68.7,7,extreme,moderate,26-35,40.6,0.92,extreme
34.8,64.9,7,moderate,well,55+,46.9,0.992,extreme
29.6,64.8,12,extreme,well,46-55,33.0,1.0,extreme
33.1,59.1,12,extreme,well,18-25,39.4,0.922,extreme
29.2,77.9,12,moderate,poor,55+,34.8,1.0,extreme
28.8,79.0,7,moderate,poor,55+,33.9,0.999,extreme
35.1,45.1,10,extreme,well,26-35,39.1,0.9,extreme
40.9,74.2,12,heavy,moderate,46-55,80.9,0.91,extreme
27.8,25.5,5,heavy,well,46-55,26.7,0.531,moderate
22.6,38.3,12,extreme,poor,36-45,21.9,1.0,extreme
34.3,47.3,9,extreme,poor,55+,38.1,0.922,extreme
28.2,65.5,3,heavy,poor,26-35,30.5,0.672,moderate
32.3,60.9,5,heavy,poor,55+,38.2,0.988,extreme
28.9,62.0,11,moderate,well,36-45,31.2,0.687,moderate
33.6,49.1,2,heavy,poor,55+,37.2,0.944,extreme
29.5,69.9,12,light,moderate,36-45,33.9,0.879,extreme
20.0,48.9,12,heavy,well,26-35,19.3,0.559,moderate
36.0,59.1,11,extreme,moderate,55+,47.6,0.98,extreme
38.7,85.3,9,light,poor,18-25,80.8,1.0,extreme
27.6,63.7,11,moderate,well,36-45,29.2,0.602,moderate
32.8,78.7,9,moderate,moderate,36-45,46.9,1.0,extreme
31.4,46.1,8,extreme,poor,18-25,32.5,0.997,extreme
31.8,48.4,11,extreme,moderate,46-55,33.7,1.0,extreme
31.1,66.7,2,light,well,46-55,36.9,0.579,moderate
34.4,56.1,10,light,well,55+,41.7,1.0,extreme
36.1,79.5,12,moderate,poor,26-35,61.4,0.998,extreme
36.9,57.6,12,light,moderate,26-35,49.8,1.0,extreme
32.4,77.6,4,light,well,46-55,44.8,0.855,extreme
35.6,74.7,4,moderate,moderate,55+,55.8,1.0,extreme
35.3,56.2,10,extreme,well,55+,44.0,0.965,extreme
39.7,50.8,5,heavy,well,26-35,54.4,0.884,extreme
35.8,79.9,4,light,well,18-25,60.1,0.957,extreme
30.7,67.4,2,heavy,moderate,55+,36.2,0.838,high
30.5,64.4,10,heavy,moderate,36-45,34.8,0.988,extreme
36.2,72.7,12,heavy,well,46-55,56.8,1.0,extreme
32.2,68.9,10,moderate,well,55+,40.6,0.906,extreme
31.0,66.2,11,moderate,moderate,46-55,36.4,0.931,extreme
34.3,45.1,2,extreme,well,46-55,37.4,0.894,extreme
38.8,52.0,1,heavy,poor,55+,52.2,0.978,extreme
31.5,57.2,6,light,poor,26-35,35.1,0.765,high
31.0,38.0,5,heavy,moderate,18-25,30.7,0.658,moderate
32.4,50.3,12,heavy,poor,55+,35.1,0.933,extreme
43.6,61.8,7,moderate,poor,18-25,81.0,0.988,extreme
38.3,44.6,3,heavy,moderate,26-35,46.5,1.0,extreme
31.4,69.7,12,moderate,poor,36-45,38.7,0.974,extreme
35.4,45.6,8,light,well,26-35,39.9,0.763,high
32.9,44.2,7,moderate,moderate,18-25,34.5,0.715,high
32.3,51.9,5,moderate,well,55+,35.3,0.851,extreme
38.1,72.0,7,extreme,poor,26-35,64.6,0.873,extreme
31.8,56.7,2,heavy,poor,18-25,35.7,0.955,extreme
22.8,71.0,5,moderate,well,18-25,23.0,0.208,low
33.8,73.7,2,heavy,well,26-35,48.0,0.884,extreme
29.4,42.2,10,moderate,poor,26-35,29.2,0.874,extreme
25.3,54.2,8,heavy,poor,36-45,25.3,0.632,moderate
41.6,63.5,10,light,poor,36-45,73.0,0.99,extreme
25.6,68.6,6,heavy,poor,18-25,26.1,0.624,moderate
30.6,70.3,2,light,well,26-35,36.5,0.405,moderate
37.4,63.4,11,extreme,moderate,55+,55.0,0.925,extreme
22.7,57.0,2,moderate,poor,26-35,22.5,0.475,moderate
37.8,66.9,10,moderate,moderate,55+,59.1,1.0,extreme
35.5,85.6,2,light,poor,46-55,62.9,0.988,extreme
35.4,47.8,10,moderate,poor,36-45,40.7,0.984,extreme
38.0,72.6,7,heavy,poor,36-45,64.5,1.0,extreme
24.4,56.6,7,extreme,well,26-35,24.4,0.582,moderate
42.0,63.6,8,heavy,well,46-55,74.7,0.961,extreme
41.2,29.8,10,light,moderate,55+,45.5,1.0,extreme
33.0,49.9,5,extreme,well,55+,36.3,1.0,extreme
28.8,69.9,6,moderate,well,55+,32.2,0.805,high
38.1,39.0,11,heavy,well,18-25,43.3,1.0,extreme
30.8,83.5,11,heavy,poor,46-55,41.5,1.0,extreme
27.0,65.7,1,light,well,36-45,28.5,0.2,low
33.7,64.9,1,heavy,moderate,55+,43.4,0.998,extreme
37.2,88.7,11,moderate,moderate,18-25,74.9,0.952,extreme
38.5,73.7,5,moderate,poor,55+,68.2,0.99,extreme
39.1,52.4,9,light,poor,55+,53.6,1.0,extreme
36.9,71.5,3,moderate,moderate,46-55,59.1,1.0,extreme
32.2,44.0,8,extreme,well,46-55,33.4,1.0,extreme
30.8,37.6,5,heavy,moderate,18-25,30.4,0.616,moderate
31.2,81.0,6,moderate,moderate,55+,41.8,0.948,extreme
28.8,56.4,4,heavy,poor,55+,30.2,0.871,extreme
32.5,69.1,1,light,poor,36-45,41.4,0.93,extreme
38.3,63.2,7,heavy,poor,55+,58.2,1.0,extreme
37.3,52.1,3,light,poor,46-55,47.7,1.0,extreme
32.0,65.2,8,light,moderate,46-55,38.8,0.808,high
36.2,46.1,12,heavy,well,46-55,42.0,0.998,extreme
29.2,60.6,1,light,poor,26-35,31.4,0.527,moderate
39.8,40.9,6,extreme,well,26-35,48.2,0.982,extreme
33.0,30.8,2,extreme,well,18-25,32.1,0.874,extreme
36.1,51.9,8,extreme,well,46-55,44.4,1.0,extreme
36.3,71.0,9,moderate,poor,18-25,55.9,0.963,extreme
27.7,50.7,6,heavy,well,55+,28.1,0.661,moderate
34.2,90.4,10,extreme,well,46-55,59.7,1.0,extreme
32.3,50.4,1,light,well,26-35,35.1,0.499,moderate
36.0,57.1,12,moderate,moderate,36-45,46.7,1.0,extreme
28.2,59.4,6,extreme,moderate,55+,29.6,0.988,extreme
38.3,40.6,8,moderate,moderate,26-35,44.4,1.0,extreme
35.8,43.8,4,heavy,moderate,18-25,40.0,0.939,extreme
35.9,43.2,4,moderate,well,18-25,40.1,0.802,high
29.7,57.7,12,light,well,46-55,31.8,0.732,high
43.5,51.1,5,heavy,poor,46-55,68.5,0.977,extreme
26.5,44.8,8,moderate,well,26-35,26.4,0.274,low
37.3,55.7,10,moderate,well,18-25,49.9,1.0,extreme
28.0,46.0,3,moderate,moderate,26-35,28.1,0.414,moderate
31.2,56.1,10,moderate,well,46-55,34.2,0.956,extreme
33.7,40.0,9,moderate,well,55+,34.9,0.961,extreme
33.0,50.4,9,light,poor,55+,36.4,0.943,extreme
34.8,64.3,8,moderate,poor,26-35,46.6,1.0,extreme
40.1,69.4,12,light,well,26-35,71.8,1.0,extreme
23.7,63.7,6,heavy,well,26-35,23.8,0.467,moderate
34.4,61.9,10,light,poor,18-25,44.0,0.95,extreme
35.1,36.5,1,heavy,well,36-45,36.4,0.655,moderate
30.5,62.0,9,light,well,36-45,34.4,0.836,high
27.1,83.5,3,moderate,moderate,55+,30.3,0.721,high
33.3,44.6,7,light,moderate,18-25,35.4,0.666,moderate
27.4,88.7,11,extreme,well,18-25,31.7,0.927,extreme
33.0,82.4,10,heavy,well,18-25,49.4,0.971,extreme
31.9,24.5,11,light,well,26-35,30.2,0.546,moderate
37.3,79.4,6,extreme,moderate,26-35,67.1,1.0,extreme
26.3,49.6,4,extreme,moderate,36-45,26.3,0.576,moderate
31.8,45.2,2,heavy,poor,18-25,32.9,0.87,extreme
33.7,68.7,7,light,poor,55+,45.3,1.0,extreme
34.0,27.6,4,light,moderate,18-25,32.9,0.517,moderate
34.3,66.4,8,moderate,well,26-35,46.1,0.924,extreme
33.5,62.3,12,heavy,poor,46-55,41.7,0.987,extreme
31.3,53.5,8,heavy,moderate,36-45,33.8,0.885,extreme
31.0,85.5,4,light,well,36-45,42.9,0.599,moderate
22.7,55.7,5,extreme,moderate,26-35,22.5,0.632,moderate
25.9,49.7,1,light,well,55+,25.9,0.313,low
30.2,90.6,5,light,poor,55+,41.7,0.967,extreme
35.8,50.5,9,heavy,moderate,55+,42.8,0.995,extreme
28.3,70.5,11,moderate,well,26-35,31.4,0.651,moderate
30.1,66.8,3,extreme,poor,18-25,34.5,0.935,extreme
26.3,92.1,11,extreme,moderate,26-35,29.0,0.945,extreme
37.9,71.6,3,extreme,moderate,55+,63.4,0.966,extreme
40.2,70.0,11,heavy,poor,36-45,72.6,1.0,extreme
35.4,69.8,12,heavy,moderate,18-25,51.8,1.0,extreme
33.0,62.1,12,moderate,poor,18-25,40.4,0.956,extreme
32.5,69.9,10,moderate,moderate,18-25,41.8,0.956,extreme
38.6,33.1,3,light,moderate,18-25,41.7,0.761,high
25.0,52.8,7,light,poor,46-55,24.9,0.582,moderate
31.7,53.6,8,extreme,moderate,18-25,34.7,1.0,extreme
31.7,59.5,7,moderate,moderate,55+,36.2,0.935,extreme
36.6,53.9,1,extreme,well,26-35,46.6,0.956,extreme
30.8,67.7,2,light,poor,18-25,36.3,0.684,moderate
41.4,30.4,6,light,poor,26-35,46.2,1.0,extreme
30.3,49.8,9,moderate,well,55+,31.5,0.754,high
29.5,77.6,1,heavy,well,55+,35.6,0.748,high
36.8,83.0,5,light,well,36-45,67.7,0.962,extreme
35.1,44.0,5,light,moderate,55+,38.7,0.811,high
32.5,78.9,12,moderate,moderate,46-55,45.6,0.956,extreme
29.1,58.7,10,extreme,poor,18-25,30.9,0.974,extreme
32.1,68.2,3,light,well,26-35,40.2,0.721,high
35.0,43.4,5,light,poor,18-25,38.4,0.822,high
32.3,75.3,4,moderate,well,46-55,43.4,1.0,extreme
34.9,58.4,4,moderate,moderate,55+,43.9,0.99,extreme
24.5,64.2,12,extreme,well,46-55,24.6,0.881,extreme
25.6,49.9,9,heavy,moderate,36-45,25.5,0.671,moderate
24.0,76.7,7,extreme,moderate,26-35,24.4,0.666,moderate
27.1,56.2,4,light,poor,36-45,27.9,0.557,moderate
31.3,63.0,7,light,well,18-25,36.2,0.621,moderate
38.1,38.9,11,light,moderate,26-35,43.1,0.949,extreme
33.7,63.6,1,light,well,46-55,42.9,0.916,extreme
30.9,52.7,2,heavy,poor,26-35,33.1,0.895,extreme
32.7,57.6,9,extreme,moderate,18-25,37.9,0.947,extreme
35.1,71.4,2,moderate,poor,36-45,51.7,1.0,extreme
26.0,76.5,2,moderate,well,18-25,26.7,0.27,low
32.4,34.7,3,light,well,46-55,32.0,0.417,moderate
22.2,67.1,5,extreme,poor,55+,22.3,0.958,extreme
34.3,53.1,11,light,well,55+,40.3,0.944,extreme
37.2,65.0,9,moderate,moderate,26-35,55.4,0.993,extreme
31.9,39.6,2,moderate,poor,18-25,32.0,0.757,high
33.3,48.3,1,heavy,moderate,46-55,36.5,0.936,extreme
36.6,89.9,11,light,well,36-45,72.6,1.0,extreme
38.4,48.5,6,extreme,moderate,55+,48.9,1.0,extreme
39.0,100.0,4,moderate,moderate,55+,100.1,1.0,extreme
32.1,61.5,3,moderate,moderate,46-55,37.7,0.791,high
23.8,61.6,8,extreme,well,26-35,23.8,0.468,moderate
29.7,52.7,4,light,poor,18-25,31.0,0.549,moderate
33.7,86.3,9,heavy,poor,18-25,54.8,1.0,extreme
36.3,56.2,7,moderate,well,55+,47.1,0.977,extreme
39.0,41.6,1,light,moderate,46-55,46.6,1.0,extreme
25.8,59.4,6,light,poor,26-35,26.0,0.386,low
26.5,51.3,6,moderate,well,46-55,26.5,0.442,moderate
30.8,38.9,11,moderate,well,36-45,30.5,0.573,moderate
31.4,39.9,10,moderate,well,18-25,31.4,0.735,high
34.5,52.5,1,light,moderate,46-55,40.3,1.0,extreme
33.0,50.7,4,extreme,poor,46-55,36.6,0.979,extreme
39.0,58.5,4,heavy,poor,46-55,57.6,0.958,extreme
36.6,35.9,7,moderate,moderate,36-45,39.0,0.728,high
22.2,58.8,5,extreme,well,36-45,22.0,0.508,moderate
34.1,62.9,9,extreme,poor,18-25,43.9,1.0,extreme
29.6,56.9,7,heavy,poor,55+,31.5,0.826,high
33.2,50.8,6,moderate,well,46-55,36.9,0.802,high
22.3,69.4,8,extreme,well,18-25,22.4,0.561,moderate
35.2,72.2,6,moderate,poor,26-35,52.5,1.0,extreme
20.6,96.2,2,heavy,moderate,26-35,21.2,0.488,moderate
34.3,68.7,4,moderate,moderate,18-25,47.2,0.875,extreme
32.6,75.1,12,light,moderate,55+,44.3,0.996,extreme
29.0,66.9,8,moderate,poor,18-25,32.2,0.916,extreme
40.7,53.4,12,heavy,poor,55+,59.9,0.913,extreme
30.1,59.0,9,heavy,well,46-55,32.8,1.0,extreme
36.6,57.9,9,light,moderate,55+,48.8,0.934,extreme
26.1,62.1,12,moderate,poor,18-25,26.3,0.757,high
31.5,63.2,10,extreme,moderate,55+,36.7,1.0,extreme
28.6,64.4,9,heavy,well,26-35,31.1,0.728,high
36.1,59.9,10,extreme,well,18-25,48.4,1.0,extreme
33.4,50.7,7,heavy,moderate,18-25,37.2,0.89,extreme
35.5,58.4,8,heavy,poor,26-35,45.7,1.0,extreme
27.1,71.1,5,moderate,well,55+,29.1,0.639,moderate
25.0,89.5,7,heavy,well,18-25,25.9,0.324,low
33.8,65.4,4,moderate,poor,18-25,43.8,0.976,extreme
32.0,45.9,12,heavy,well,36-45,33.4,0.939,extreme
23.5,67.3,12,moderate,well,26-35,23.6,0.577,moderate
26.5,65.9,4,moderate,moderate,46-55,27.8,0.566,moderate
27.7,47.1,1,moderate,moderate,36-45,27.8,0.518,moderate
32.7,66.6,6,extreme,poor,18-25,41.2,0.971,extreme
27.1,68.2,1,heavy,well,18-25,28.8,0.457,moderate
30.5,38.1,6,moderate,poor,36-45,30.0,0.665,moderate
41.6,59.4,6,heavy,poor,55+,69.0,1.0,extreme
36.7,43.8,5,moderate,poor,46-55,42.1,1.0,extreme
35.5,43.9,12,extreme,poor,36-45,39.5,0.991,extreme
35.7,47.5,3,moderate,poor,46-55,41.2,0.97,extreme
31.4,58.5,5,heavy,well,55+,35.3,0.93,extreme
32.8,77.2,9,moderate,moderate,46-55,46.2,0.956,extreme
32.8,59.8,12,heavy,poor,46-55,39.0,0.958,extreme
36.4,44.9,1,heavy,moderate,36-45,42.0,0.917,extreme
36.6,56.9,6,heavy,well,26-35,48.4,1.0,extreme
39.4,77.8,8,moderate,well,26-35,76.6,0.983,extreme
27.5,67.8,8,extreme,moderate,55+,29.5,0.828,high
37.0,43.9,7,moderate,well,36-45,42.8,0.912,extreme
35.7,71.9,10,heavy,poor,26-35,54.4,0.956,extreme
26.4,58.2,2,extreme,moderate,36-45,26.6,0.552,moderate
37.6,60.7,8,extreme,moderate,18-25,54.1,0.984,extreme
32.8,55.0,10,moderate,poor,46-55,37.5,0.963,extreme
29.7,68.6,6,moderate,poor,18-25,34.1,0.994,extreme
21.2,55.8,2,moderate,poor,18-25,20.9,0.429,moderate
28.0,68.6,8,extreme,poor,26-35,30.6,0.954,extreme
33.1,55.7,11,heavy,moderate,36-45,38.3,0.968,extreme
38.1,45.2,1,light,poor,55+,46.3,1.0,extreme
28.8,71.9,8,heavy,poor,26-35,32.7,0.986,extreme
32.0,71.3,12,light,well,26-35,41.0,1.0,extreme
37.3,75.3,11,light,moderate,18-25,63.5,0.985,extreme
26.4,56.9,7,moderate,well,55+,26.6,0.402,moderate
23.1,45.5,11,extreme,moderate,18-25,22.6,0.886,extreme
29.8,60.8,7,heavy,moderate,18-25,32.5,0.88,extreme
33.4,44.3,1,light,well,36-45,35.4,0.444,moderate
25.0,48.1,10,light,poor,55+,24.8,0.753,high
33.6,64.3,7,moderate,moderate,26-35,42.9,0.958,extreme
33.4,60.3,7,extreme,moderate,36-45,40.6,0.916,extreme
27.1,83.5,5,heavy,well,18-25,30.4,0.45,moderate
36.2,69.4,11,light,poor,18-25,54.4,0.958,extreme
35.1,69.8,3,moderate,well,55+,50.7,1.0,extreme
38.2,80.4,7,light,well,46-55,72.7,0.998,extreme
38.7,45.4,2,extreme,well,55+,47.9,0.993,extreme
41.0,63.3,6,light,well,18-25,69.9,0.992,extreme
40.9,59.8,12,heavy,poor,46-55,66.2,1.0,extreme
33.8,48.8,4,light,moderate,18-25,37.5,0.567,moderate
30.6,59.0,5,heavy,moderate,46-55,33.7,1.0,extreme
34.5,91.7,1,light,well,26-35,62.1,0.963,extreme
28.4,44.1,4,extreme,moderate,36-45,28.4,0.748,high
32.5,60.5,10,moderate,well,55+,38.5,0.976,extreme
33.4,86.5,6,light,moderate,55+,53.4,1.0,extreme
31.6,72.8,2,heavy,moderate,46-55,40.3,0.979,extreme
41.5,50.6,2,extreme,poor,55+,60.2,1.0,extreme
31.2,57.5,8,light,moderate,55+,34.6,0.77,high
29.5,90.5,12,light,poor,26-35,39.0,1.0,extreme
25.5,40.8,9,extreme,well,36-45,25.2,0.758,high
35.8,92.9,2,light,poor,55+,70.6,1.0,extreme
35.1,77.5,5,moderate,well,18-25,55.4,0.985,extreme
28.9,63.2,8,light,moderate,36-45,31.3,0.427,moderate
26.1,51.5,5,light,moderate,55+,26.1,0.456,moderate
36.1,64.3,9,extreme,poor,55+,50.9,0.982,extreme
35.0,49.2,12,extreme,poor,46-55,40.4,1.0,extreme
29.1,58.8,2,moderate,moderate,46-55,30.9,0.642,moderate
35.7,66.3,1,light,poor,18-25,50.8,0.954,extreme
35.8,42.6,10,extreme,well,36-45,39.6,0.881,extreme
37.8,56.4,6,extreme,well,36-45,51.8,0.92,extreme
32.5,45.7,12,light,moderate,36-45,34.3,0.813,high
37.1,76.2,7,heavy,well,46-55,63.7,1.0,extreme
24.2,62.3,2,light,poor,18-25,24.3,0.368,low
35.4,52.7,9,light,well,18-25,42.8,1.0,extreme
32.1,72.3,7,extreme,moderate,26-35,41.4,1.0,extreme
35.1,37.2,2,light,poor,55+,36.5,0.822,high
34.2,39.3,7,light,poor,36-45,35.6,0.753,high
36.2,54.8,6,heavy,moderate,36-45,46.0,1.0,extreme
29.9,55.8,6,light,poor,36-45,31.8,0.575,moderate
36.8,67.5,1,extreme,well,55+,55.7,0.975,extreme
34.1,59.8,12,extreme,well,55+,42.3,0.867,extreme
38.9,69.3,5,heavy,well,26-35,66.1,1.0,extreme
37.9,32.5,5,heavy,well,46-55,40.2,0.998,extreme
27.0,74.4,3,moderate,poor,18-25,29.3,0.7,moderate
27.8,75.8,1,moderate,moderate,26-35,31.1,0.528,moderate
35.4,57.0,11,heavy,poor,55+,44.9,0.908,extreme
41.4,70.1,12,moderate,poor,46-55,79.3,0.995,extreme
31.2,43.4,3,moderate,poor,46-55,31.6,0.813,high
43.7,47.0,2,extreme,poor,55+,65.0,0.972,extreme
26.0,44.5,9,light,well,36-45,25.8,0.311,low
37.4,53.0,12,moderate,well,26-35,48.6,0.962,extreme
34.0,49.5,4,extreme,moderate,26-35,38.3,0.856,extreme
30.1,36.0,6,light,poor,18-25,29.4,0.642,moderate
33.6,61.3,2,light,moderate,26-35,41.5,0.865,extreme
34.2,64.8,4,moderate,poor,18-25,44.9,1.0,extreme
28.0,61.6,3,heavy,poor,26-35,29.6,0.665,moderate
31.9,67.3,11,extreme,moderate,26-35,39.2,1.0,extreme
35.1,69.4,6,light,well,55+,50.4,1.0,extreme
32.3,35.3,11,extreme,well,18-25,31.8,0.938,extreme
32.6,56.0,11,light,poor,36-45,37.3,1.0,extreme
33.3,43.4,2,extreme,well,18-25,35.0,0.729,high
29.1,50.4,4,moderate,well,26-35,29.8,0.297,low
39.3,77.7,1,heavy,moderate,36-45,76.2,1.0,extreme
29.1,56.7,6,light,poor,55+,30.7,0.703,high
36.0,67.9,7,light,moderate,18-25,52.7,0.921,extreme
34.2,69.9,4,extreme,poor,18-25,47.5,1.0,extreme
36.2,66.0,12,extreme,moderate,26-35,52.4,1.0,extreme
26.0,49.8,10,moderate,poor,18-25,25.9,0.802,high
31.5,64.0,10,heavy,moderate,55+,37.0,0.987,extreme
28.0,48.5,4,moderate,moderate,46-55,28.3,0.685,moderate
32.1,58.8,10,light,well,26-35,36.9,0.725,high
44.4,92.9,4,heavy,poor,46-55,133.4,0.974,extreme
27.9,79.6,4,extreme,well,26-35,31.8,0.614,moderate
35.3,72.9,1,extreme,moderate,55+,53.3,1.0,extreme
34.2,57.3,10,extreme,moderate,26-35,41.6,1.0,extreme
40.4,68.5,10,light,well,46-55,72.6,1.0,extreme
37.8,54.9,2,moderate,poor,36-45,50.9,0.953,extreme
20.8,70.6,2,heavy,poor,26-35,20.8,0.587,moderate
29.0,65.6,7,moderate,well,46-55,31.9,0.533,moderate
31.3,61.3,5,moderate,well,55+,35.8,0.69,moderate
23.4,60.7,5,light,well,55+,23.4,0.361,low
29.5,80.0,2,extreme,well,46-55,36.0,0.951,extreme
25.1,62.0,4,heavy,poor,36-45,25.2,0.524,moderate
38.3,36.9,11,moderate,poor,26-35,42.6,1.0,extreme
40.8,56.7,12,light,well,46-55,62.9,1.0,extreme
23.3,66.6,7,moderate,moderate,46-55,23.5,0.579,moderate
33.1,39.7,2,heavy,well,36-45,33.8,0.703,high
35.7,67.9,3,light,poor,46-55,51.7,1.0,extreme
35.0,36.2,9,light,poor,26-35,36.1,1.0,extreme
38.2,41.6,8,extreme,poor,55+,44.6,1.0,extreme
29.8,41.4,5,moderate,well,26-35,29.6,0.426,moderate
38.2,50.0,12,moderate,well,36-45,49.1,1.0,extreme
33.6,100.0,12,light,moderate,26-35,63.2,0.961,extreme
29.3,54.2,4,light,moderate,36-45,30.6,0.442,moderate
30.4,17.1,5,light,well,18-25,28.5,0.282,low
35.3,54.2,2,heavy,moderate,18-25,43.2,0.93,extreme
42.1,76.8,7,heavy,poor,18-25,91.2,1.0,extreme
33.6,65.0,10,extreme,well,26-35,43.3,1.0,extreme
33.4,57.7,10,moderate,poor,46-55,39.6,1.0,extreme
23.0,60.3,9,extreme,well,26-35,22.9,0.711,high
32.7,78.9,3,heavy,moderate,46-55,46.5,0.988,extreme
37.5,47.0,9,moderate,well,55+,45.5,0.955,extreme
32.7,73.3,1,moderate,well,36-45,44.0,0.763,high
35.2,67.6,1,light,moderate,18-25,49.8,0.951,extreme
26.5,41.6,4,extreme,well,26-35,26.2,0.403,moderate
28.7,87.1,9,light,well,46-55,35.5,0.896,extreme
34.6,86.6,1,light,poor,46-55,59.1,1.0,extreme
35.8,53.4,11,moderate,well,46-55,44.1,1.0,extreme
37.4,82.9,1,light,poor,36-45,70.8,0.979,extreme
27.4,60.3,7,heavy,moderate,26-35,28.7,0.626,moderate
38.5,69.7,7,moderate,moderate,26-35,64.7,0.973,extreme
34.9,38.4,1,extreme,well,36-45,36.6,0.83,high
36.6,56.9,10,extreme,well,36-45,48.2,0.967,extreme
21.8,83.7,12,heavy,moderate,55+,22.2,0.714,high
37.7,61.0,4,heavy,well,26-35,54.6,0.93,extreme
33.8,40.6,10,heavy,moderate,55+,35.2,1.0,extreme
31.4,39.0,7,heavy,moderate,55+,31.3,0.801,high
26.4,69.1,3,extreme,poor,55+,27.8,0.967,extreme
32.7,53.3,12,light,well,18-25,36.5,0.789,high
36.2,75.0,4,moderate,moderate,46-55,58.5,1.0,extreme
22.5,84.1,3,moderate,moderate,55+,23.0,0.479,moderate
33.8,51.9,3,moderate,moderate,36-45,38.6,0.655,moderate
36.8,48.2,9,light,well,26-35,44.3,0.902,extreme
29.3,45.8,8,extreme,poor,55+,29.5,1.0,extreme
33.4,77.3,10,moderate,well,18-25,48.1,1.0,extreme
34.9,44.7,12,light,moderate,55+,38.4,0.887,extreme
35.1,78.0,3,moderate,moderate,55+,55.7,0.971,extreme
34.5,48.8,5,extreme,well,46-55,39.0,0.955,extreme
28.2,64.6,11,moderate,poor,36-45,30.4,0.915,extreme
28.3,66.6,5,moderate,well,18-25,30.7,0.482,moderate
37.8,36.4,6,light,moderate,55+,41.4,0.996,extreme
32.4,78.5,5,moderate,poor,26-35,45.2,1.0,extreme
32.6,49.0,7,moderate,well,26-35,35.2,0.67,moderate
40.0,48.0,9,light,poor,18-25,53.3,0.965,extreme
28.3,65.0,12,moderate,well,55+,30.6,0.715,high
30.9,48.6,3,heavy,well,26-35,32.2,0.626,moderate
30.4,53.0,11,heavy,poor,36-45,32.2,0.845,high
41.0,15.9,9,heavy,moderate,55+,39.5,1.0,extreme
30.6,41.2,5,extreme,poor,18-25,30.5,0.958,extreme
38.9,56.4,5,heavy,moderate,26-35,55.7,1.0,extreme
34.1,51.7,3,heavy,poor,18-25,39.2,1.0,extreme
29.1,73.0,11,light,well,46-55,33.5,0.816,high
30.0,72.6,1,extreme,moderate,18-25,35.6,0.845,high
24.5,59.1,6,moderate,moderate,36-45,24.5,0.41,moderate
35.4,70.6,12,heavy,well,55+,52.1,1.0,extreme
31.8,59.1,6,extreme,poor,26-35,36.3,0.908,extreme
32.6,43.9,6,moderate,moderate,18-25,34.0,0.787,high
35.2,52.6,10,heavy,poor,46-55,42.4,0.981,extreme
40.0,80.3,9,light,well,55+,83.1,0.979,extreme
29.4,76.0,3,moderate,poor,36-45,34.9,0.869,extreme
39.7,66.6,6,heavy,moderate,26-35,67.1,1.0,extreme
32.2,39.4,1,moderate,moderate,26-35,32.4,0.718,high
33.8,35.5,7,heavy,moderate,46-55,34.0,1.0,extreme
36.1,67.3,2,moderate,well,55+,52.9,0.961,extreme
35.6,63.1,9,extreme,well,46-55,48.6,1.0,extreme
36.8,57.8,3,moderate,poor,46-55,49.4,1.0,extreme
36.0,48.2,4,moderate,well,26-35,42.4,0.873,extreme
24.6,32.6,12,moderate,moderate,18-25,23.9,0.598,moderate
33.6,72.5,5,extreme,moderate,18-25,46.8,0.966,extreme
33.4,56.8,9,extreme,well,55+,39.4,0.945,extreme
32.0,78.3,7,moderate,moderate,18-25,43.7,0.968,extreme
25.4,47.8,7,moderate,moderate,18-25,25.2,0.336,low
31.8,54.9,10,heavy,poor,18-25,35.2,1.0,extreme
31.2,38.5,11,extreme,well,46-55,31.0,1.0,extreme
28.6,78.4,4,moderate,moderate,26-35,33.4,0.577,moderate
39.2,41.5,8,heavy,well,26-35,47.0,1.0,extreme
31.6,58.7,5,moderate,well,55+,35.7,0.835,high
25.6,65.0,10,moderate,well,36-45,25.9,0.47,moderate
37.2,54.1,8,moderate,moderate,55+,48.7,1.0,extreme
33.2,59.8,2,light,well,18-25,39.9,0.77,high
24.5,31.9,6,light,poor,18-25,23.8,0.449,moderate
27.3,86.0,3,extreme,moderate,18-25,31.1,0.679,moderate
40.2,68.0,5,light,well,55+,71.1,0.936,extreme
27.0,63.7,3,heavy,well,26-35,28.4,0.491,moderate
37.3,84.2,11,light,moderate,26-35,71.1,0.952,extreme
38.4,38.1,6,moderate,well,26-35,43.4,0.973,extreme
34.7,59.8,12,moderate,moderate,55+,44.0,0.967,extreme
35.3,66.5,7,moderate,moderate,36-45,49.3,0.916,extreme
37.5,69.2,4,heavy,well,36-45,59.8,0.975,extreme
